id,event_id,name,sport,team,region_en,region_fr,region_nl,bio_en,bio_fr,bio_nl
ath-13499,sport-2,Athlete DBX3OLR0,Aquatics/Swimming,LA PILERIE,Hainaut,Hainaut,Hainaut,"Female athlete, age 40, active in Aquatics/Swimming (2022).","Athlete female, 40 ans, actif en Aquatics/Swimming (2022).","Female atleet, 40 jaar, actief in Aquatics/Swimming (2022)."
ath-13501,sport-3,Athlete DW1UIRG5,Athletics/Track and Field,LA PILERIE,Hainaut,Hainaut,Hainaut,"Female athlete, age 42, active in Athletics/Track and Field (2022).","Athlete female, 42 ans, actif en Athletics/Track and Field (2022).","Female atleet, 42 jaar, actief in Athletics/Track and Field (2022)."
ath-13519,sport-3,Athlete HCSTIBA0,Athletics/Track and Field,LA PILERIE,Hainaut,Hainaut,Hainaut,"Male athlete, age 48, active in Athletics/Track and Field (2022).","Athlete male, 48 ans, actif en Athletics/Track and Field (2022).","Male atleet, 48 jaar, actief in Athletics/Track and Field (2022)."
ath-13528,sport-11,Athlete JPFZJOJ5,Football/Soccer,LA PILERIE,Hainaut,Hainaut,Hainaut,"Male athlete, age 41, active in Football/Soccer (2022).","Athlete male, 41 ans, actif en Football/Soccer (2022).","Male atleet, 41 jaar, actief in Football/Soccer (2022)."
ath-13615,sport-3,Athlete ZJGGWNHF,Athletics/Track and Field,LA PILERIE,Hainaut,Hainaut,Hainaut,"Female athlete, age 57, active in Athletics/Track and Field (2022).","Athlete female, 57 ans, actif en Athletics/Track and Field (2022).","Female atleet, 57 jaar, actief in Athletics/Track and Field (2022)."
ath-13726,sport-17,Athlete YPMTEBCJ,Netball,LA POMMERAIE,Hainaut,Hainaut,Hainaut,"Male athlete, age 32, active in Netball (2022).","Athlete male, 32 ans, actif en Netball (2022).","Male atleet, 32 jaar, actief in Netball (2022)."
ath-13730,sport-17,Athlete ZRLTUYCL,Netball,LA POMMERAIE,Hainaut,Hainaut,Hainaut,"Female athlete, age 32, active in Netball (2022).","Athlete female, 32 ans, actif en Netball (2022).","Female atleet, 32 jaar, actief in Netball (2022)."
ath-13767,sport-22,Athlete 91MCB56Q,Tennis,LA SYMPHONIE,Hainaut,Hainaut,Hainaut,"Male athlete, age 39, active in Tennis (2022).","Athlete male, 39 ans, actif en Tennis (2022).","Male atleet, 39 jaar, actief in Tennis (2022)."
ath-13771,sport-3,Athlete ISODZIEY,Athletics/Track and Field,LA SYMPHONIE,Hainaut,Hainaut,Hainaut,"Male athlete, age 46, active in Athletics/Track and Field (2022).","Athlete male, 46 ans, actif en Athletics/Track and Field (2022).","Male atleet, 46 jaar, actief in Athletics/Track and Field (2022)."
ath-13773,sport-22,Athlete MQKE8XPJ,Tennis,LA SYMPHONIE,Hainaut,Hainaut,Hainaut,"Male athlete, age 37, active in Tennis (2022).","Athlete male, 37 ans, actif en Tennis (2022).","Male atleet, 37 jaar, actief in Tennis (2022)."
ath-13776,sport-3,Athlete S5DPKDBF,Athletics/Track and Field,LA SYMPHONIE,Hainaut,Hainaut,Hainaut,"Male athlete, age 35, active in Athletics/Track and Field (2022).","Athlete male, 35 ans, actif en Athletics/Track and Field (2022).","Male atleet, 35 jaar, actief in Athletics/Track and Field (2022)."
ath-13778,sport-14,Athlete TLCHZF5S,Judo,LA SYMPHONIE,Hainaut,Hainaut,Hainaut,"Male athlete, age 43, active in Judo (2022).","Athlete male, 43 ans, actif en Judo (2022).","Male atleet, 43 jaar, actief in Judo (2022)."
ath-13779,sport-3,Athlete XQ82NKLX,Athletics/Track and Field,LA SYMPHONIE,Hainaut,Hainaut,Hainaut,"Male athlete, age 52, active in Athletics/Track and Field (2022).","Athlete male, 52 ans, actif en Athletics/Track and Field (2022).","Male atleet, 52 jaar, actief in Athletics/Track and Field (2022)."
ath-13797,sport-21,Athlete I2P4FEJX,Table Tennis,L'ACCUEIL MOSAN ASBL,Namur,Namur,Namur,"Male athlete, age 48, active in Table Tennis (2022).","Athlete male, 48 ans, actif en Table Tennis (2022).","Male atleet, 48 jaar, actief in Table Tennis (2022)."
ath-13883,sport-4,Athlete Z2ZM14QB,Badminton,L'AIR DE PAIX,Hainaut,Hainaut,Hainaut,"Female athlete, age 31, active in Badminton (2022).","Athlete female, 31 ans, actif en Badminton (2022).","Female atleet, 31 jaar, actief in Badminton (2022)."
ath-13887,sport-2,Athlete MBSM53RM,Aquatics/Swimming,Unknown,Belgium,Belgium,Belgium,"Male athlete, age 58, active in Aquatics/Swimming (2022).","Athlete male, 58 ans, actif en Aquatics/Swimming (2022).","Male atleet, 58 jaar, actief in Aquatics/Swimming (2022)."
ath-14056,sport-16,Athlete 60540ZDV,Motor Activities,LE COUP FRANC,Brabant Wallon,Brabant Wallon,Brabant Wallon,"Male athlete, age 51, active in Motor Activities (2022).","Athlete male, 51 ans, actif en Motor Activities (2022).","Male atleet, 51 jaar, actief in Motor Activities (2022)."
ath-14073,sport-19,Athlete USI6K26E,Sportgames,LE COUP FRANC,Brabant Wallon,Brabant Wallon,Brabant Wallon,"Female athlete, age 34, active in Sportgames (2022).","Athlete female, 34 ans, actif en Sportgames (2022).","Female atleet, 34 jaar, actief in Sportgames (2022)."
ath-14167,sport-6,Athlete BRXZMLKO,Bocce,LE JARDIN DES FÉES,Hainaut,Hainaut,Hainaut,"Male athlete, age 54, active in Bocce (2022).","Athlete male, 54 ans, actif en Bocce (2022).","Male atleet, 54 jaar, actief in Bocce (2022)."
ath-14314,sport-3,Athlete AGAAVNJA,Athletics/Track and Field,LE PAYS DE COCAGNE,Hainaut,Hainaut,Hainaut,"Female athlete, age 28, active in Athletics/Track and Field (2022).","Athlete female, 28 ans, actif en Athletics/Track and Field (2022).","Female atleet, 28 jaar, actief in Athletics/Track and Field (2022)."
ath-14403,sport-21,Athlete FVWSWIR3,Table Tennis,LE TOURNESOL SPORTIF,Hainaut,Hainaut,Hainaut,"Male athlete, age 48, active in Table Tennis (2022).","Athlete male, 48 ans, actif en Table Tennis (2022).","Male atleet, 48 jaar, actief in Table Tennis (2022)."
ath-14405,sport-4,Athlete HJC2QETX,Badminton,LE TOURNESOL SPORTIF,Hainaut,Hainaut,Hainaut,"Male athlete, age 58, active in Badminton (2022).","Athlete male, 58 ans, actif en Badminton (2022).","Male atleet, 58 jaar, actief in Badminton (2022)."
ath-14419,sport-21,Athlete UUM9YX3Y,Table Tennis,LE TOURNESOL SPORTIF,Hainaut,Hainaut,Hainaut,"Male athlete, age 59, active in Table Tennis (2022).","Athlete male, 59 ans, actif en Table Tennis (2022).","Male atleet, 59 jaar, actief in Table Tennis (2022)."
ath-14475,sport-19,Athlete OL8OY91L,Sportgames,L'ECHALIER,Liège,Liège,Liège,"Male athlete, age 25, active in Sportgames (2022).","Athlete male, 25 ans, actif en Sportgames (2022).","Male atleet, 25 jaar, actief in Sportgames (2022)."
ath-14666,sport-5,Athlete XMXD27JJ,Basketball,L'ENVOLÉE,Liège,Liège,Liège,"Male athlete, age 32, active in Basketball (2022).","Athlete male, 32 ans, actif en Basketball (2022).","Male atleet, 32 jaar, actief in Basketball (2022)."
ath-14907,sport-3,Athlete 1716A7JS,Athletics/Track and Field,LES DRAGONS,Hainaut,Hainaut,Hainaut,"Male athlete, age 44, active in Athletics/Track and Field (2022).","Athlete male, 44 ans, actif en Athletics/Track and Field (2022).","Male atleet, 44 jaar, actief in Athletics/Track and Field (2022)."
ath-14990,sport-3,Athlete EKLHFO6A,Athletics/Track and Field,LES GRILLONS,Liège,Liège,Liège,"Male athlete, age 57, active in Athletics/Track and Field (2022).","Athlete male, 57 ans, actif en Athletics/Track and Field (2022).","Male atleet, 57 jaar, actief in Athletics/Track and Field (2022)."
ath-15025,sport-16,Athlete 0S128H3Q,Motor Activities,LES HAUTES ARDENNES,Luxembourg,Luxembourg,Luxembourg,"Female athlete, age 67, active in Motor Activities (2022).","Athlete female, 67 ans, actif en Motor Activities (2022).","Female atleet, 67 jaar, actief in Motor Activities (2022)."
ath-15031,sport-3,Athlete 6Y92CZTY,Athletics/Track and Field,LES HAUTES ARDENNES,Luxembourg,Luxembourg,Luxembourg,"Male athlete, age 62, active in Athletics/Track and Field (2022).","Athlete male, 62 ans, actif en Athletics/Track and Field (2022).","Male atleet, 62 jaar, actief in Athletics/Track and Field (2022)."
ath-15061,sport-16,Athlete UK0DYOCX,Motor Activities,LES HAUTES ARDENNES,Luxembourg,Luxembourg,Luxembourg,"Male athlete, age 38, active in Motor Activities (2022).","Athlete male, 38 ans, actif en Motor Activities (2022).","Male atleet, 38 jaar, actief in Motor Activities (2022)."
ath-15218,sport-2,Athlete 263APR16,Aquatics/Swimming,BOTHEY CLUB,Namur,Namur,Namur,"Male athlete, age 29, active in Aquatics/Swimming (2022).","Athlete male, 29 ans, actif en Aquatics/Swimming (2022).","Male atleet, 29 jaar, actief in Aquatics/Swimming (2022)."
ath-15442,sport-19,Athlete FFJSKZ1R,Sportgames,LES PETITS GODETS,Hainaut,Hainaut,Hainaut,"Male athlete, age 56, active in Sportgames (2022).","Athlete male, 56 ans, actif en Sportgames (2022).","Male atleet, 56 jaar, actief in Sportgames (2022)."
ath-15443,sport-2,Athlete NC81NLZG,Aquatics/Swimming,LES PETITS GODETS,Hainaut,Hainaut,Hainaut,"Male athlete, age 48, active in Aquatics/Swimming (2022).","Athlete male, 48 ans, actif en Aquatics/Swimming (2022).","Male atleet, 48 jaar, actief in Aquatics/Swimming (2022)."
ath-15447,sport-19,Athlete WXE4KTV8,Sportgames,LES PETITS GODETS,Hainaut,Hainaut,Hainaut,"Male athlete, age 52, active in Sportgames (2022).","Athlete male, 52 ans, actif en Sportgames (2022).","Male atleet, 52 jaar, actief in Sportgames (2022)."
ath-15449,sport-19,Athlete XFSSIJOB,Sportgames,LES PETITS GODETS,Hainaut,Hainaut,Hainaut,"Female athlete, age 54, active in Sportgames (2022).","Athlete female, 54 ans, actif en Sportgames (2022).","Female atleet, 54 jaar, actief in Sportgames (2022)."
ath-15516,sport-3,Athlete MYAHQE79,Athletics/Track and Field,LES PLATANES,Brussel/Bruxelles,Brussel/Bruxelles,Brussel/Bruxelles,"Male athlete, age 42, active in Athletics/Track and Field (2022).","Athlete male, 42 ans, actif en Athletics/Track and Field (2022).","Male atleet, 42 jaar, actief in Athletics/Track and Field (2022)."
ath-15520,sport-1,Athlete OG2NG60G,Adapted Physical Activities,LES PLATANES,Brussel/Bruxelles,Brussel/Bruxelles,Brussel/Bruxelles,"Female athlete, age 52, active in Adapted Physical Activities (2022).","Athlete female, 52 ans, actif en Adapted Physical Activities (2022).","Female atleet, 52 jaar, actief in Adapted Physical Activities (2022)."
ath-15669,sport-19,Athlete 02PY4KTN,Sportgames,LES TUNIQUES BLEUES,Brabant Wallon,Brabant Wallon,Brabant Wallon,"Female athlete, age 64, active in Sportgames (2022).","Athlete female, 64 ans, actif en Sportgames (2022).","Female atleet, 64 jaar, actief in Sportgames (2022)."
ath-15677,sport-19,Athlete 3TUNG2VD,Sportgames,LES TUNIQUES BLEUES,Brabant Wallon,Brabant Wallon,Brabant Wallon,"Female athlete, age 30, active in Sportgames (2022).","Athlete female, 30 ans, actif en Sportgames (2022).","Female atleet, 30 jaar, actief in Sportgames (2022)."
ath-15761,sport-6,Athlete 1I6XBKJG,Bocce,L'ESCAPADE,Hainaut,Hainaut,Hainaut,"Male athlete, age 50, active in Bocce (2022).","Athlete male, 50 ans, actif en Bocce (2022).","Male atleet, 50 jaar, actief in Bocce (2022)."
ath-15764,sport-6,Athlete 33NVP3LO,Bocce,L'ESCAPADE,Hainaut,Hainaut,Hainaut,"Female athlete, age 45, active in Bocce (2022).","Athlete female, 45 ans, actif en Bocce (2022).","Female atleet, 45 jaar, actief in Bocce (2022)."
ath-15766,sport-19,Athlete 5F7GS9K1,Sportgames,L'ESCAPADE,Hainaut,Hainaut,Hainaut,"Male athlete, age 54, active in Sportgames (2022).","Athlete male, 54 ans, actif en Sportgames (2022).","Male atleet, 54 jaar, actief in Sportgames (2022)."
ath-15767,sport-10,Athlete 5KRG1NWX,Floorball,L'ESCAPADE,Hainaut,Hainaut,Hainaut,"Male athlete, age 59, active in Floorball (2022).","Athlete male, 59 ans, actif en Floorball (2022).","Male atleet, 59 jaar, actief in Floorball (2022)."
ath-15770,sport-10,Athlete AW9ZWHTX,Floorball,L'ESCAPADE,Hainaut,Hainaut,Hainaut,"Male athlete, age 26, active in Floorball (2022).","Athlete male, 26 ans, actif en Floorball (2022).","Male atleet, 26 jaar, actief in Floorball (2022)."
ath-15773,sport-6,Athlete GDRZ8EBA,Bocce,L'ESCAPADE,Hainaut,Hainaut,Hainaut,"Male athlete, age 55, active in Bocce (2022).","Athlete male, 55 ans, actif en Bocce (2022).","Male atleet, 55 jaar, actief in Bocce (2022)."
ath-15776,sport-1,Athlete I7RMSFJS,Adapted Physical Activities,L'ESCAPADE,Hainaut,Hainaut,Hainaut,"Male athlete, age 41, active in Adapted Physical Activities (2022).","Athlete male, 41 ans, actif en Adapted Physical Activities (2022).","Male atleet, 41 jaar, actief in Adapted Physical Activities (2022)."
ath-15777,sport-6,Athlete JUNNN7X9,Bocce,L'ESCAPADE,Hainaut,Hainaut,Hainaut,"Male athlete, age 38, active in Bocce (2022).","Athlete male, 38 ans, actif en Bocce (2022).","Male atleet, 38 jaar, actief in Bocce (2022)."
ath-15780,sport-10,Athlete KGHZ4EZ5,Floorball,L'ESCAPADE,Hainaut,Hainaut,Hainaut,"Female athlete, age 38, active in Floorball (2022).","Athlete female, 38 ans, actif en Floorball (2022).","Female atleet, 38 jaar, actief in Floorball (2022)."
ath-15781,sport-10,Athlete LF2G9EON,Floorball,L'ESCAPADE,Hainaut,Hainaut,Hainaut,"Male athlete, age 57, active in Floorball (2022).","Athlete male, 57 ans, actif en Floorball (2022).","Male atleet, 57 jaar, actief in Floorball (2022)."
ath-15783,sport-6,Athlete MPVEQE0I,Bocce,L'ESCAPADE,Hainaut,Hainaut,Hainaut,"Female athlete, age 66, active in Bocce (2022).","Athlete female, 66 ans, actif en Bocce (2022).","Female atleet, 66 jaar, actief in Bocce (2022)."
ath-15784,sport-10,Athlete O4DU4Y99,Floorball,L'ESCAPADE,Hainaut,Hainaut,Hainaut,"Male athlete, age 63, active in Floorball (2022).","Athlete male, 63 ans, actif en Floorball (2022).","Male atleet, 63 jaar, actief in Floorball (2022)."
ath-15785,sport-10,Athlete P64O0B8H,Floorball,L'ESCAPADE,Hainaut,Hainaut,Hainaut,"Male athlete, age 59, active in Floorball (2022).","Athlete male, 59 ans, actif en Floorball (2022).","Male atleet, 59 jaar, actief in Floorball (2022)."
ath-15787,sport-16,Athlete QK46QLFA,Motor Activities,L'ESCAPADE,Hainaut,Hainaut,Hainaut,"Female athlete, age 29, active in Motor Activities (2022).","Athlete female, 29 ans, actif en Motor Activities (2022).","Female atleet, 29 jaar, actief in Motor Activities (2022)."
ath-15789,sport-19,Athlete RSRK1BJ4,Sportgames,L'ESCAPADE,Hainaut,Hainaut,Hainaut,"Male athlete, age 35, active in Sportgames (2022).","Athlete male, 35 ans, actif en Sportgames (2022).","Male atleet, 35 jaar, actief in Sportgames (2022)."
ath-15794,sport-10,Athlete T0SQW62W,Floorball,L'ESCAPADE,Hainaut,Hainaut,Hainaut,"Male athlete, age 58, active in Floorball (2022).","Athlete male, 58 ans, actif en Floorball (2022).","Male atleet, 58 jaar, actief in Floorball (2022)."
ath-15795,sport-19,Athlete VHM4Y3P2,Sportgames,L'ESCAPADE,Hainaut,Hainaut,Hainaut,"Male athlete, age 54, active in Sportgames (2022).","Athlete male, 54 ans, actif en Sportgames (2022).","Male atleet, 54 jaar, actief in Sportgames (2022)."
ath-15796,sport-1,Athlete VMBNZD4G,Adapted Physical Activities,L'ESCAPADE,Hainaut,Hainaut,Hainaut,"Female athlete, age 32, active in Adapted Physical Activities (2022).","Athlete female, 32 ans, actif en Adapted Physical Activities (2022).","Female atleet, 32 jaar, actief in Adapted Physical Activities (2022)."
ath-15797,sport-19,Athlete VSHQ0URJ,Sportgames,L'ESCAPADE,Hainaut,Hainaut,Hainaut,"Male athlete, age 34, active in Sportgames (2022).","Athlete male, 34 ans, actif en Sportgames (2022).","Male atleet, 34 jaar, actief in Sportgames (2022)."
ath-15798,sport-10,Athlete WX3PX2XI,Floorball,L'ESCAPADE,Hainaut,Hainaut,Hainaut,"Male athlete, age 52, active in Floorball (2022).","Athlete male, 52 ans, actif en Floorball (2022).","Male atleet, 52 jaar, actief in Floorball (2022)."
ath-15799,sport-19,Athlete YG8K166Y,Sportgames,L'ESCAPADE,Hainaut,Hainaut,Hainaut,"Male athlete, age 36, active in Sportgames (2022).","Athlete male, 36 ans, actif en Sportgames (2022).","Male atleet, 36 jaar, actief in Sportgames (2022)."
ath-15800,sport-1,Athlete Z1BZMO5D,Adapted Physical Activities,L'ESCAPADE,Hainaut,Hainaut,Hainaut,"Male athlete, age 55, active in Adapted Physical Activities (2022).","Athlete male, 55 ans, actif en Adapted Physical Activities (2022).","Male atleet, 55 jaar, actief in Adapted Physical Activities (2022)."
ath-16017,sport-22,Athlete UA6U7K09,Tennis,LOTUS D'OCQUIER,Liège,Liège,Liège,"Male athlete, age 30, active in Tennis (2022).","Athlete male, 30 ans, actif en Tennis (2022).","Male atleet, 30 jaar, actief in Tennis (2022)."
ath-16030,sport-17,Athlete AZ9Z22AR,Netball,M.P.I. MAASEIK,Limburg,Limburg,Limburg,"Female athlete, age 19, active in Netball (2022).","Athlete female, 19 ans, actif en Netball (2022).","Female atleet, 19 jaar, actief in Netball (2022)."
ath-16073,sport-21,Athlete XHE6XVY9,Table Tennis,MAISON DES PILIFS,Brussel/Bruxelles,Brussel/Bruxelles,Brussel/Bruxelles,"Male athlete, age 27, active in Table Tennis (2022).","Athlete male, 27 ans, actif en Table Tennis (2022).","Male atleet, 27 jaar, actief in Table Tennis (2022)."
ath-16325,sport-19,Athlete FTSAYJL0,Sportgames,MISTRAL SPORT,Liège,Liège,Liège,"Male athlete, age 60, active in Sportgames (2022).","Athlete male, 60 ans, actif en Sportgames (2022).","Male atleet, 60 jaar, actief in Sportgames (2022)."
ath-16369,sport-2,Athlete S5SJZFE5,Aquatics/Swimming,MIVALTI,West-Vlaanderen,West-Vlaanderen,West-Vlaanderen,"Male athlete, age 39, active in Aquatics/Swimming (2022).","Athlete male, 39 ans, actif en Aquatics/Swimming (2022).","Male atleet, 39 jaar, actief in Aquatics/Swimming (2022)."
ath-16414,sport-12,Athlete 3YW0IDBM,Gymnastics (Artistic),NEW MOBILITY CLUB SPORTIF DE MOUSCRON,Hainaut,Hainaut,Hainaut,"Male athlete, age 37, active in Gymnastics (Artistic) (2022).","Athlete male, 37 ans, actif en Gymnastics (Artistic) (2022).","Male atleet, 37 jaar, actief in Gymnastics (Artistic) (2022)."
ath-16497,sport-5,Athlete PVA2AR53,Basketball,Unknown,Belgium,Belgium,Belgium,"Female athlete, age 19, active in Basketball (2022).","Athlete female, 19 ans, actif en Basketball (2022).","Female atleet, 19 jaar, actief in Basketball (2022)."
ath-16536,sport-3,Athlete 3ZIH8XX3,Athletics/Track and Field,Unknown,Belgium,Belgium,Belgium,"Male athlete, age 44, active in Athletics/Track and Field (2022).","Athlete male, 44 ans, actif en Athletics/Track and Field (2022).","Male atleet, 44 jaar, actief in Athletics/Track and Field (2022)."
ath-16656,sport-17,Athlete T2EEQFP1,Netball,OOSTHEUVEL,Limburg,Limburg,Limburg,"Male athlete, age 29, active in Netball (2022).","Athlete male, 29 ans, actif en Netball (2022).","Male atleet, 29 jaar, actief in Netball (2022)."
ath-16668,sport-21,Athlete ZHVYQ6ZN,Table Tennis,OOSTHEUVEL,Limburg,Limburg,Limburg,"Male athlete, age 66, active in Table Tennis (2022).","Athlete male, 66 ans, actif en Table Tennis (2022).","Male atleet, 66 jaar, actief in Table Tennis (2022)."
ath-16689,sport-3,Athlete THN3FM4E,Athletics/Track and Field,AVZK,Antwerpen,Antwerpen,Antwerpen,"Male athlete, age 31, active in Athletics/Track and Field (2022).","Athlete male, 31 ans, actif en Athletics/Track and Field (2022).","Male atleet, 31 jaar, actief in Athletics/Track and Field (2022)."
ath-16755,sport-3,Athlete 6OJYD7E7,Athletics/Track and Field,ORFEA,Brussel/Bruxelles,Brussel/Bruxelles,Brussel/Bruxelles,"Female athlete, age 34, active in Athletics/Track and Field (2022).","Athlete female, 34 ans, actif en Athletics/Track and Field (2022).","Female atleet, 34 jaar, actief in Athletics/Track and Field (2022)."
ath-16896,sport-3,Athlete 3CNCMWWT,Athletics/Track and Field,S.C. VIRO VZW,West-Vlaanderen,West-Vlaanderen,West-Vlaanderen,"Male athlete, age 24, active in Athletics/Track and Field (2022).","Athlete male, 24 ans, actif en Athletics/Track and Field (2022).","Male atleet, 24 jaar, actief in Athletics/Track and Field (2022)."
ath-16940,sport-2,Athlete LULN15Q6,Aquatics/Swimming,RAVELIJN,West-Vlaanderen,West-Vlaanderen,West-Vlaanderen,"Male athlete, age 17, active in Aquatics/Swimming (2022).","Athlete male, 17 ans, actif en Aquatics/Swimming (2022).","Male atleet, 17 jaar, actief in Aquatics/Swimming (2022)."
ath-16971,sport-3,Athlete XZEEE3RW,Athletics/Track and Field,RAVELIJN,West-Vlaanderen,West-Vlaanderen,West-Vlaanderen,"Male athlete, age 23, active in Athletics/Track and Field (2022).","Athlete male, 23 ans, actif en Athletics/Track and Field (2022).","Male atleet, 23 jaar, actief in Athletics/Track and Field (2022)."
ath-17204,sport-3,Athlete 6R4GIBQ7,Athletics/Track and Field,ROBA,Vlaams-Brabant,Vlaams-Brabant,Vlaams-Brabant,"Male athlete, age 27, active in Athletics/Track and Field (2022).","Athlete male, 27 ans, actif en Athletics/Track and Field (2022).","Male atleet, 27 jaar, actief in Athletics/Track and Field (2022)."
ath-17337,sport-3,Athlete AVV97WVU,Athletics/Track and Field,S.C. VIRO VZW,West-Vlaanderen,West-Vlaanderen,West-Vlaanderen,"Male athlete, age 23, active in Athletics/Track and Field (2022).","Athlete male, 23 ans, actif en Athletics/Track and Field (2022).","Male atleet, 23 jaar, actief in Athletics/Track and Field (2022)."
ath-17355,sport-17,Athlete J62JVHSA,Netball,S.C. VIRO VZW,West-Vlaanderen,West-Vlaanderen,West-Vlaanderen,"Male athlete, age 17, active in Netball (2022).","Athlete male, 17 ans, actif en Netball (2022).","Male atleet, 17 jaar, actief in Netball (2022)."
ath-17537,sport-3,Athlete ETED4V7T,Athletics/Track and Field,S.R.A. L'ODYSSEE,Hainaut,Hainaut,Hainaut,"Male athlete, age 35, active in Athletics/Track and Field (2022).","Athlete male, 35 ans, actif en Athletics/Track and Field (2022).","Male atleet, 35 jaar, actief in Athletics/Track and Field (2022)."
ath-17610,sport-6,Athlete XYHWVARW,Bocce,Unknown,Belgium,Belgium,Belgium,"Male athlete, age 41, active in Bocce (2022).","Athlete male, 41 ans, actif en Bocce (2022).","Male atleet, 41 jaar, actief in Bocce (2022)."
ath-17617,sport-6,Athlete FT19QSSS,Bocce,SAPI-CHAPELLE,Hainaut,Hainaut,Hainaut,"Male athlete, age 59, active in Bocce (2022).","Athlete male, 59 ans, actif en Bocce (2022).","Male atleet, 59 jaar, actief in Bocce (2022)."
ath-17634,sport-3,Athlete MZBWO0WZ,Athletics/Track and Field,SAPI-CHAPELLE,Hainaut,Hainaut,Hainaut,"Male athlete, age 44, active in Athletics/Track and Field (2022).","Athlete male, 44 ans, actif en Athletics/Track and Field (2022).","Male atleet, 44 jaar, actief in Athletics/Track and Field (2022)."
ath-17772,sport-3,Athlete QT0VTFL6,Athletics/Track and Field,SCHOONDERHAGE,Oost-Vlaanderen,Oost-Vlaanderen,Oost-Vlaanderen,"Male athlete, age 33, active in Athletics/Track and Field (2022).","Athlete male, 33 ans, actif en Athletics/Track and Field (2022).","Male atleet, 33 jaar, actief in Athletics/Track and Field (2022)."
ath-17843,sport-3,Athlete DFP7CEGY,Athletics/Track and Field,SINT FERDINAND,Limburg,Limburg,Limburg,"Female athlete, age 42, active in Athletics/Track and Field (2022).","Athlete female, 42 ans, actif en Athletics/Track and Field (2022).","Female atleet, 42 jaar, actief in Athletics/Track and Field (2022)."
ath-17891,sport-2,Athlete VX7QSUGV,Aquatics/Swimming,SINT FERDINAND,Limburg,Limburg,Limburg,"Female athlete, age 31, active in Aquatics/Swimming (2022).","Athlete female, 31 ans, actif en Aquatics/Swimming (2022).","Female atleet, 31 jaar, actief in Aquatics/Swimming (2022)."
ath-18053,sport-4,Athlete 301V844M,Badminton,SMASH BC,Limburg,Limburg,Limburg,"Male athlete, age 30, active in Badminton (2022).","Athlete male, 30 ans, actif en Badminton (2022).","Male atleet, 30 jaar, actief in Badminton (2022)."
ath-18092,sport-3,Athlete 668YZ2IQ,Athletics/Track and Field,SKAR,Vlaams-Brabant,Vlaams-Brabant,Vlaams-Brabant,"Female athlete, age 15, active in Athletics/Track and Field (2022).","Athlete female, 15 ans, actif en Athletics/Track and Field (2022).","Female atleet, 15 jaar, actief in Athletics/Track and Field (2022)."
ath-18104,sport-3,Athlete GU3TLVI4,Athletics/Track and Field,SKAR,Vlaams-Brabant,Vlaams-Brabant,Vlaams-Brabant,"Female athlete, age 14, active in Athletics/Track and Field (2022).","Athlete female, 14 ans, actif en Athletics/Track and Field (2022).","Female atleet, 14 jaar, actief in Athletics/Track and Field (2022)."
ath-18110,sport-4,Athlete O54TDUX9,Badminton,SMASHING LEUVEN,Vlaams-Brabant,Vlaams-Brabant,Vlaams-Brabant,"Male athlete, age 26, active in Badminton (2022).","Athlete male, 26 ans, actif en Badminton (2022).","Male atleet, 26 jaar, actief in Badminton (2022)."
ath-18596,sport-3,Athlete GDIVAFHT,Athletics/Track and Field,Unknown,Belgium,Belgium,Belgium,"Female athlete, age 34, active in Athletics/Track and Field (2022).","Athlete female, 34 ans, actif en Athletics/Track and Field (2022).","Female atleet, 34 jaar, actief in Athletics/Track and Field (2022)."
ath-18664,sport-21,Athlete C0YGW55S,Table Tennis,SPORT ESPOIR,Liège,Liège,Liège,"Male athlete, age 63, active in Table Tennis (2022).","Athlete male, 63 ans, actif en Table Tennis (2022).","Male atleet, 63 jaar, actief in Table Tennis (2022)."
ath-19040,sport-3,Athlete 4ZPQ1DHH,Athletics/Track and Field,'T VELDZICHT,West-Vlaanderen,West-Vlaanderen,West-Vlaanderen,"Male athlete, age 33, active in Athletics/Track and Field (2022).","Athlete male, 33 ans, actif en Athletics/Track and Field (2022).","Male atleet, 33 jaar, actief in Athletics/Track and Field (2022)."
ath-19068,sport-2,Athlete KTWRDU0G,Aquatics/Swimming,'T VELDZICHT,West-Vlaanderen,West-Vlaanderen,West-Vlaanderen,"Female athlete, age 37, active in Aquatics/Swimming (2022).","Athlete female, 37 ans, actif en Aquatics/Swimming (2022).","Female atleet, 37 jaar, actief in Aquatics/Swimming (2022)."
ath-19078,sport-2,Athlete Q5FTZKSV,Aquatics/Swimming,'T VELDZICHT,West-Vlaanderen,West-Vlaanderen,West-Vlaanderen,"Female athlete, age 40, active in Aquatics/Swimming (2022).","Athlete female, 40 ans, actif en Aquatics/Swimming (2022).","Female atleet, 40 jaar, actief in Aquatics/Swimming (2022)."
ath-19088,sport-3,Athlete XCSWA9FU,Athletics/Track and Field,'T VELDZICHT,West-Vlaanderen,West-Vlaanderen,West-Vlaanderen,"Male athlete, age 39, active in Athletics/Track and Field (2022).","Athlete male, 39 ans, actif en Athletics/Track and Field (2022).","Male atleet, 39 jaar, actief in Athletics/Track and Field (2022)."
ath-19195,sport-3,Athlete YG1WAT7L,Athletics/Track and Field,LEVEDALE,Vlaams-Brabant,Vlaams-Brabant,Vlaams-Brabant,"Male athlete, age 56, active in Athletics/Track and Field (2022).","Athlete male, 56 ans, actif en Athletics/Track and Field (2022).","Male atleet, 56 jaar, actief in Athletics/Track and Field (2022)."
